posid,B CELLS/D90,B CELLS/M12,B CELLS/M6,BM_CD34/D0,NEUTROPHILS/D90,NEUTROPHILS/M12,NEUTROPHILS/M6,NK CELLS/D90,PBMC/D90,PBMC/M12,PBMC/M6,T CELLS/D90,T-CELLS/M12,T-CELLS/M6,WHOLE BLOOD/D90,WHOLE BLOOD/M12,WHOLE BLOOD/M6,patient
chr11+20400412,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+20426786,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+220169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+221605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+222580,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr11+224159,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+224516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+2253714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+225572,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+22761725,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+2286065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,p304G
chr11+23152257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr11+23152265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr11+242492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+243025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+24753767,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+247836,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+249888,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr11+2545163,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+2552658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+2552721,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+2552784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+2613976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+26230574,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr11+263264,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+263476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr11+2666450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+2680317,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr11+2683924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+27376704,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,p304G
chr11+2784352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,p304G
chr11+28074989,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+28306334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+29546884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+3032971,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr11+307479,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,p304G
chr11+3122276,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr11+31450190,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+31466346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr11+31606517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+31622131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+316399,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+32106083,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+32600459,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+32843629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+33029227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+33038250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+330462,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+33122259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+33284976,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,p304G
chr11+33313445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+33404312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+337401,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr11+33916133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+339260,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr11+339648,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,p304G
chr11+340256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+34057603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,p304G
chr11+343409,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,p304G
chr11+34443397,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+348393,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr11+349022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr11+34923701,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+34939876,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+35207969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+35688145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,p304G
chr11+35688174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,p304G
chr11+36642172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+37201747,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr11+3726954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+3745357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+37617747,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+37874584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+38006982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+38218036,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr11+3822400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr11+38549950,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+39066393,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr11+39110835,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,p304G
chr11+39508914,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+39658309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+39788259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+39909814,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+40069933,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr11+40093066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+406091,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+41983679,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+43380237,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+43383233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+43386395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+435876,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+43708484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+43752926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+43932288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+45119481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr11+46043834,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+46051984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+46070845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+46077198,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+46079044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr11+46082874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+46088190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+46090450,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,p304G
chr11+46336394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+46357946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+46508976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+46772342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+46794743,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,p304G
chr11+46808599,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+46971843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+46982586,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+46988380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+47018906,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+47059663,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+47065498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr11+47070151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+47070723,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+47090417,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+47225836,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,p304G
chr11+47231712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+47267229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+47292232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr11+47299300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+47387041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+47396365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+47403865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,p304G
chr11+47511403,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+47525503,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+47525759,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+47772228,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,p304G
chr11+47824920,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+479211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+480054,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,p304G
chr11+50011563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+514899,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+515471,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+5167071,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,p304G
chr11+547749,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+55691002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+5704186,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr11+57510881,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,p304G
chr11+5754694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+57770939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+57812641,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+58557242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+58584865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+58609316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+59607656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+59820342,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr11+59821878,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+59822885,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+59976293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+60003877,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,p304G
chr11+60162530,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr11+60310932,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr11+60381497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr11+60487661,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,p304G
chr11+60583754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+60729556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+60847981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+61326524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+61809140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+61970648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+62066116,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+62078021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,p304G
chr11+62083354,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr11+62086240,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+62090002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+62094769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+62360068,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+62363638,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,p304G
chr11+62377254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+62579215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+62580192,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+62580246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+62582019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+62585657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+62642702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+62643086,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+62675945,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,p304G
chr11+62681074,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+62697822,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr11+62699651,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+62713877,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr11+62722734,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+62729770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr11+62730568,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+62734030,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+62734086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+62735934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+62736353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+62737724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,p304G
chr11+62738532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+62738616,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+62745612,0,0,0,0,0,0,0,0,1,1,3,0,2,0,0,0,0,p304G
chr11+62746349,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+62747000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr11+62748571,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr11+62748594,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+62750715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+62782682,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr11+62796082,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,p304G
chr11+62796563,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr11+62800479,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,p304G
chr11+62802058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+62808732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+62814107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+62814774,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,p304G
chr11+62815220,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr11+62817628,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,p304G
chr11+62846117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+62848995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+62852098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+62858718,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+62872564,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,p304G
chr11+63207244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+63625080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,p304G
chr11+63646934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr11+63652435,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+63658450,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+63683643,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr11+63687076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+63688506,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+63689540,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+63692157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr11+63694312,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,p304G
chr11+63694323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+63704094,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,p304G
chr11+63705299,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,p304G
chr11+63709240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr11+63716585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr11+63723854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+63728222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+63730343,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,p304G
chr11+63730477,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+63808307,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr11+63824525,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,p304G
chr11+63842193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+63852669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+63852993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+63855379,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,p304G
chr11+63855452,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr11+63858234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+63858602,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,p304G
chr11+63858911,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+63959915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+63989937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+63993547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+63993562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+64082646,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,p304G
chr11+64126657,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+64170406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr11+64188286,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+64194327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr11+64195635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+64202828,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr11+64213958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+64214539,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+64214549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr11+64215725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+64218340,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr11+64261511,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,p304G
chr11+64365961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+64486430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+64511507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr11+64534882,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+64574567,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+64623980,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+64626579,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+64658934,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,p304G
chr11+64668088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+64670890,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr11+64675376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+64677180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr11+64678132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr11+64678667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+64708200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,p304G
chr11+64734003,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+64737496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+64751263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr11+64756402,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr11+64770806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+64771313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+64772229,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,p304G
chr11+64773817,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+64781815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr11+64781950,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr11+64784860,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+64794580,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,p304G
chr11+64798627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+64798661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+64815671,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,p304G
chr11+64820369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,p304G
chr11+64851887,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr11+64862713,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr11+64863677,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr11+64865711,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr11+64866493,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,p304G
chr11+64868063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr11+64868784,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,p304G
