seqnames,start,end,width,strand,refGenome,reads,patient,GTSP,cellType,timePoint,timePointDays,timePointMonths,dataSource,posid,estAbund,relAbund,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,readsPerSample,readsRelAbund,totalSampleFrags,include,labeledNearestFeature,posidLabel
chr11,63694431,63694431,1,+,hg38,22,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+63694431,1,0.020116676725005028,TRUE,RTN3,+,FALSE,TRUE,0,MACROD1,304125,-,CCND1,-5946672,+,377459,0.005828447592983609,4971,yes,RTN3 *,"RTN3 *
chr11+63694431"
chr11,63705696,63705696,1,+,hg38,108,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+63705696,1,0.020116676725005028,TRUE,RTN3,+,FALSE,TRUE,0,MACROD1,292860,-,CCND1,-5935407,+,377459,0.028612379092828624,4971,yes,RTN3 *,"RTN3 *
chr11+63705696"
chr11,63716997,63716997,1,+,hg38,20,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+63716997,1,0.020116676725005028,TRUE,RTN3,+,FALSE,TRUE,0,MACROD1,281559,-,CCND1,-5924106,+,377459,0.00529858872089419,4971,yes,RTN3 *,"RTN3 *
chr11+63716997"
chr11,63736782,63736782,1,+,hg38,27,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+63736782,1,0.020116676725005028,TRUE,RTN3,+,FALSE,TRUE,-0,MACROD1,261774,-,CCND1,-5904321,+,377459,0.007153094773207156,4971,yes,RTN3 *,"RTN3 *
chr11+63736782"
chr11,63858176,63858176,1,+,hg38,1,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+63858176,1,0.020116676725005028,TRUE,MARK2,+,FALSE,TRUE,0,MACROD1,140380,-,CCND1,-5782927,+,377459,2.649294360447095e-4,4971,yes,MARK2 *,"MARK2 *
chr11+63858176"
chr11,64131068,64131068,1,+,hg38,5,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+64131068,1,0.020116676725005028,TRUE,MACROD1,-,FALSE,FALSE,0,MACROD1,0,-,CCND1,-5510035,+,377459,0.0013246471802235474,4971,yes,MACROD1 *~,"MACROD1 *~
chr11+64131068"
chr11,64676862,64676862,1,+,hg38,105,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+64676862,1,0.020116676725005028,TRUE,NRXN2,-,FALSE,FALSE,0,NRXN2,0,-,CCND1,-4964241,+,377459,0.027817590784694493,4971,yes,NRXN2 *~,"NRXN2 *~
chr11+64676862"
chr11,64868896,64868896,1,+,hg38,42,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+64868896,1,0.020116676725005028,TRUE,EHD1,-,FALSE,FALSE,0,MEN1,-57601,-,CCND1,-4772207,+,377459,0.011127036313877799,4971,yes,EHD1 *,"EHD1 *
chr11+64868896"
chr11,65119510,65119510,1,+,hg38,220,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+65119510,1,0.020116676725005028,FALSE,FAU,-,FALSE,FALSE,1115,FRMD8,-267058,+,CCND1,-4521593,+,377459,0.058284475929836085,4971,yes,FAU ,"FAU 
chr11+65119510"
chr11,65195994,65195994,1,+,hg38,2,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+65195994,1,0.020116676725005028,TRUE,CAPN1,+,FALSE,TRUE,0,FRMD8,-190574,+,CCND1,-4445109,+,377459,5.29858872089419e-4,4971,yes,CAPN1 *,"CAPN1 *
chr11+65195994"
chr11,65197364,65197364,1,+,hg38,42,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+65197364,1,0.020116676725005028,TRUE,CAPN1,+,FALSE,TRUE,-0,FRMD8,-189204,+,CCND1,-4443739,+,377459,0.011127036313877799,4971,yes,CAPN1 *,"CAPN1 *
chr11+65197364"
chr11,65202031,65202031,1,+,hg38,51,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+65202031,1,0.020116676725005028,TRUE,CAPN1,+,FALSE,TRUE,-0,FRMD8,-184537,+,CCND1,-4439072,+,377459,0.013511401238280185,4971,yes,CAPN1 *,"CAPN1 *
chr11+65202031"
chr11,65340771,65340771,1,+,hg38,112,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+65340771,1,0.020116676725005028,TRUE,DPF2,+,FALSE,TRUE,0,FRMD8,-45797,+,CCND1,-4300332,+,377459,0.029672096837007465,4971,yes,DPF2 *~,"DPF2 *~
chr11+65340771"
chr11,65436911,65436911,1,+,hg38,8,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+65436911,1,0.020116676725005028,TRUE,NEAT1,+,TRUE,TRUE,-0,FRMD8,23385,+,CCND1,-4204192,+,377459,0.002119435488357676,4971,yes,NEAT1 *~,"NEAT1 *~
chr11+65436911"
chr11,65685113,65685113,1,+,hg38,54,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+65685113,1,0.020116676725005028,FALSE,RELA,-,FALSE,FALSE,-22140,RELA,-22140,-,CCND1,-3955990,+,377459,0.014306189546414312,4971,yes,RELA ~,"RELA ~
chr11+65685113"
chr11,65840041,65840041,1,+,hg38,4,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+65840041,1,0.020116676725005028,TRUE,SNX32,+,FALSE,TRUE,0,FOSL1,52093,-,CCND1,-3801062,+,377459,0.001059717744178838,4971,yes,SNX32 *,"SNX32 *
chr11+65840041"
chr11,65926380,65926380,1,+,hg38,363,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+65926380,1,0.020116676725005028,FALSE,DRAP1,+,FALSE,TRUE,4802,FOSL1,-25853,-,CCND1,-3714723,+,377459,0.09616938528422955,4971,yes,DRAP1 ~,"DRAP1 ~
chr11+65926380"
chr11,66073345,66073345,1,+,hg38,168,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+66073345,1,0.020116676725005028,TRUE,PACS1,+,FALSE,TRUE,0,CST6,59839,+,CCND1,-3567758,+,377459,0.044508145255511194,4971,yes,PACS1 *,"PACS1 *
chr11+66073345"
chr11,66073354,66073354,1,+,hg38,28,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+66073354,1,0.020116676725005028,TRUE,PACS1,+,FALSE,TRUE,0,CST6,59848,+,CCND1,-3567749,+,377459,0.007418024209251866,4971,yes,PACS1 *,"PACS1 *
chr11+66073354"
chr11,66088230,66088230,1,+,hg38,42,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+66088230,1,0.020116676725005028,TRUE,PACS1,+,FALSE,TRUE,0,CST6,74724,+,CCND1,-3552873,+,377459,0.011127036313877799,4971,yes,PACS1 *,"PACS1 *
chr11+66088230"
chr11,66092750,66092750,1,+,hg38,118,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+66092750,1,0.020116676725005028,TRUE,PACS1,+,FALSE,TRUE,0,CST6,79244,+,CCND1,-3548353,+,377459,0.03126167345327572,4971,yes,PACS1 *,"PACS1 *
chr11+66092750"
chr11,66163714,66163714,1,+,hg38,79,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+66163714,1,0.020116676725005028,TRUE,PACS1,+,FALSE,TRUE,-0,CST6,150208,+,CCND1,-3477389,+,377459,0.020929425447532048,4971,yes,PACS1 *,"PACS1 *
chr11+66163714"
chr11,66165350,66165350,1,+,hg38,8,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+66165350,1,0.020116676725005028,TRUE,PACS1,+,FALSE,TRUE,-0,CD248,149135,-,CCND1,-3475753,+,377459,0.002119435488357676,4971,yes,PACS1 *,"PACS1 *
chr11+66165350"
chr11,66175311,66175311,1,+,hg38,86,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+66175311,1,0.020116676725005028,TRUE,PACS1,+,FALSE,TRUE,-0,CD248,139174,-,CCND1,-3465792,+,377459,0.022783931499845016,4971,yes,PACS1 *,"PACS1 *
chr11+66175311"
chr11,66179242,66179242,1,+,hg38,125,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+66179242,1,0.020116676725005028,TRUE,PACS1,+,FALSE,TRUE,-0,CD248,135243,-,CCND1,-3461861,+,377459,0.033116179505588685,4971,yes,PACS1 *,"PACS1 *
chr11+66179242"
chr11,66181367,66181367,1,+,hg38,28,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+66181367,1,0.020116676725005028,TRUE,PACS1,+,FALSE,TRUE,-0,CD248,133118,-,CCND1,-3459736,+,377459,0.007418024209251866,4971,yes,PACS1 *,"PACS1 *
chr11+66181367"
chr11,66193105,66193105,1,+,hg38,82,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+66193105,1,0.020116676725005028,TRUE,PACS1,+,FALSE,TRUE,-0,CD248,121380,-,CCND1,-3447998,+,377459,0.021724213755666178,4971,yes,PACS1 *,"PACS1 *
chr11+66193105"
chr11,66269946,66269946,1,+,hg38,56,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+66269946,1,0.020116676725005028,TRUE,RAB1B,+,FALSE,TRUE,0,CD248,44539,-,CCND1,-3371157,+,377459,0.014836048418503733,4971,yes,RAB1B *~,"RAB1B *~
chr11+66269946"
chr11,66946854,66946854,1,+,hg38,108,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+66946854,1,0.020116676725005028,TRUE,PC,-,FALSE,FALSE,0,RAD9A,-445096,+,CCND1,-2694249,+,377459,0.028612379092828624,4971,yes,PC *,"PC *
chr11+66946854"
chr11,67169956,67169956,1,+,hg38,35,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+67169956,1,0.020116676725005028,TRUE,KDM2A,+,FALSE,TRUE,0,RAD9A,-221994,+,CCND1,-2471147,+,377459,0.009272530261564832,4971,yes,KDM2A *,"KDM2A *
chr11+67169956"
chr11,67171951,67171951,1,+,hg38,13,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+67171951,1,0.020116676725005028,TRUE,KDM2A,+,FALSE,TRUE,0,RAD9A,-219999,+,CCND1,-2469152,+,377459,0.0034440826685812236,4971,yes,KDM2A *,"KDM2A *
chr11+67171951"
chr11,67176168,67176168,1,+,hg38,8,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+67176168,1,0.020116676725005028,TRUE,KDM2A,+,FALSE,TRUE,0,RAD9A,-215782,+,CCND1,-2464935,+,377459,0.002119435488357676,4971,yes,KDM2A *,"KDM2A *
chr11+67176168"
chr11,67181837,67181837,1,+,hg38,140,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+67181837,1,0.020116676725005028,TRUE,KDM2A,+,FALSE,TRUE,0,RAD9A,-210113,+,CCND1,-2459266,+,377459,0.037090121046259326,4971,yes,KDM2A *,"KDM2A *
chr11+67181837"
chr11,6725626,6725626,1,+,hg38,57,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+6725626,1,0.020116676725005028,FALSE,GVINP1,-,FALSE,FALSE,-3746,EIF3F,-1261692,+,LMO1,1498676,-,377459,0.015100977854548442,4971,yes,GVINP1 ,"GVINP1 
chr11+6725626"
chr11,67293438,67293438,1,+,hg38,2,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+67293438,1,0.020116676725005028,TRUE,ANKRD13D,+,FALSE,TRUE,0,RAD9A,-98512,+,CCND1,-2347665,+,377459,5.29858872089419e-4,4971,yes,ANKRD13D *,"ANKRD13D *
chr11+67293438"
chr11,6741059,6741059,1,+,hg38,255,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+6741059,1,0.020116676725005028,FALSE,GVINP1,-,FALSE,FALSE,-19179,EIF3F,-1246259,+,LMO1,1483243,-,377459,0.06755700619140093,4971,yes,GVINP1 ,"GVINP1 
chr11+6741059"
chr11,674396,674396,1,+,hg38,2,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+674396,1,0.020116676725005028,TRUE,DEAF1,-,FALSE,FALSE,0,HRAS,-138828,-,NUP98,3000612,-,377459,5.29858872089419e-4,4971,yes,DEAF1 *,"DEAF1 *
chr11+674396"
chr11,68094340,68094340,1,+,hg38,4,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+68094340,1,0.020116676725005028,TRUE,CHKA,-,FALSE,FALSE,0,CHKA,0,-,CCND1,-1546763,+,377459,0.001059717744178838,4971,yes,CHKA *~,"CHKA *~
chr11+68094340"
chr11,68156997,68156997,1,+,hg38,8,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+68156997,1,0.020116676725005028,TRUE,KMT5B,-,TRUE,FALSE,-0,CHKA,-35605,-,CCND1,-1484106,+,377459,0.002119435488357676,4971,yes,KMT5B *~,"KMT5B *~
chr11+68156997"
chr11,68184400,68184400,1,+,hg38,1,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+68184400,1,0.020116676725005028,TRUE,KMT5B,-,FALSE,FALSE,0,CHKA,-63008,-,CCND1,-1456703,+,377459,2.649294360447095e-4,4971,yes,KMT5B *,"KMT5B *
chr11+68184400"
chr11,68500712,68500712,1,+,hg38,2,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+68500712,1,0.020116676725005028,TRUE,PPP6R3,+,FALSE,TRUE,0,LRP5,51436,+,CCND1,-1140391,+,377459,5.29858872089419e-4,4971,yes,PPP6R3 *,"PPP6R3 *
chr11+68500712"
chr11,68505218,68505218,1,+,hg38,162,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+68505218,1,0.020116676725005028,TRUE,PPP6R3,+,TRUE,TRUE,0,LRP5,55942,+,CCND1,-1135885,+,377459,0.04291856863924294,4971,yes,PPP6R3 *,"PPP6R3 *
chr11+68505218"
chr11,68505251,68505251,1,+,hg38,138,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+68505251,1,0.020116676725005028,TRUE,PPP6R3,+,TRUE,TRUE,0,LRP5,55975,+,CCND1,-1135852,+,377459,0.03656026217416991,4971,yes,PPP6R3 *,"PPP6R3 *
chr11+68505251"
chr11,68506490,68506490,1,+,hg38,202,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+68506490,1,0.020116676725005028,TRUE,PPP6R3,+,FALSE,TRUE,0,LRP5,57214,+,CCND1,-1134613,+,377459,0.053515746081031317,4971,yes,PPP6R3 *,"PPP6R3 *
chr11+68506490"
chr11,68521027,68521027,1,+,hg38,14,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+68521027,2,0.040233353450010056,TRUE,PPP6R3,+,FALSE,TRUE,0,LRP5,71751,+,CCND1,-1120076,+,377459,0.003709012104625933,4971,yes,PPP6R3 *,"PPP6R3 *
chr11+68521027"
chr11,68522891,68522891,1,+,hg38,97,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+68522891,1,0.020116676725005028,TRUE,PPP6R3,+,FALSE,TRUE,0,LRP5,73615,+,CCND1,-1118212,+,377459,0.025698155296336823,4971,yes,PPP6R3 *,"PPP6R3 *
chr11+68522891"
chr11,68554855,68554855,1,+,hg38,1,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+68554855,1,0.020116676725005028,TRUE,PPP6R3,+,FALSE,TRUE,-0,LRP5,105579,+,CCND1,-1086248,+,377459,2.649294360447095e-4,4971,yes,PPP6R3 *,"PPP6R3 *
chr11+68554855"
chr11,68600101,68600101,1,+,hg38,62,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+68600101,1,0.020116676725005028,TRUE,PPP6R3,+,FALSE,TRUE,-0,LRP5,150825,+,CCND1,-1041002,+,377459,0.01642562503477199,4971,yes,PPP6R3 *,"PPP6R3 *
chr11+68600101"
chr11,68814329,68814329,1,+,hg38,30,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+68814329,1,0.020116676725005028,TRUE,CPT1A,-,FALSE,FALSE,0,LRP5,365053,+,CCND1,-826774,+,377459,0.007947883081341284,4971,yes,CPT1A *,"CPT1A *
chr11+68814329"
chr11,6944457,6944457,1,+,hg38,9,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+6944457,1,0.020116676725005028,TRUE,ZNF215,+,FALSE,TRUE,0,EIF3F,-1042861,+,LMO1,1279845,-,377459,0.0023843649244023853,4971,yes,ZNF215 *,"ZNF215 *
chr11+6944457"
chr11,72063877,72063877,1,+,hg38,15,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+72063877,1,0.020116676725005028,TRUE,NUMA1,-,FALSE,FALSE,0,NUMA1,0,-,CCND1,2409402,+,377459,0.003973941540670642,4971,yes,NUMA1 *~,"NUMA1 *~
chr11+72063877"
chr11,72842617,72842617,1,+,hg38,50,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+72842617,1,0.020116676725005028,TRUE,FCHSD2,-,FALSE,FALSE,-0,INPPL1,603469,+,CCND1,3188142,+,377459,0.013246471802235473,4971,yes,FCHSD2 *,"FCHSD2 *
chr11+72842617"
chr11,72869518,72869518,1,+,hg38,30,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+72869518,1,0.020116676725005028,TRUE,FCHSD2,-,FALSE,FALSE,-0,INPPL1,630370,+,CCND1,3215043,+,377459,0.007947883081341284,4971,yes,FCHSD2 *,"FCHSD2 *
chr11+72869518"
chr11,72875916,72875916,1,+,hg38,9,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+72875916,1,0.020116676725005028,TRUE,FCHSD2,-,FALSE,FALSE,-0,INPPL1,636768,+,CCND1,3221441,+,377459,0.0023843649244023853,4971,yes,FCHSD2 *,"FCHSD2 *
chr11+72875916"
chr11,72914746,72914746,1,+,hg38,20,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+72914746,1,0.020116676725005028,TRUE,FCHSD2,-,FALSE,FALSE,-0,INPPL1,675598,+,CCND1,3260271,+,377459,0.00529858872089419,4971,yes,FCHSD2 *,"FCHSD2 *
chr11+72914746"
chr11,73007863,73007863,1,+,hg38,48,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+73007863,1,0.020116676725005028,TRUE,FCHSD2,-,FALSE,FALSE,0,PLEKHB1,-638313,+,CCND1,3353388,+,377459,0.012716612930146056,4971,yes,FCHSD2 *,"FCHSD2 *
chr11+73007863"
chr11,73065120,73065120,1,+,hg38,125,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+73065120,2,0.040233353450010056,TRUE,FCHSD2,-,FALSE,FALSE,0,PLEKHB1,-581056,+,CCND1,3410645,+,377459,0.033116179505588685,4971,yes,FCHSD2 *,"FCHSD2 *
chr11+73065120"
chr11,73065965,73065965,1,+,hg38,49,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+73065965,1,0.020116676725005028,TRUE,FCHSD2,-,FALSE,FALSE,0,PLEKHB1,-580211,+,CCND1,3411490,+,377459,0.012981542366190764,4971,yes,FCHSD2 *,"FCHSD2 *
chr11+73065965"
chr11,73108264,73108264,1,+,hg38,36,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+73108264,1,0.020116676725005028,TRUE,FCHSD2,-,FALSE,FALSE,0,PLEKHB1,-537912,+,CCND1,3453789,+,377459,0.009537459697609541,4971,yes,FCHSD2 *,"FCHSD2 *
chr11+73108264"
chr11,73121912,73121912,1,+,hg38,16,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+73121912,1,0.020116676725005028,TRUE,FCHSD2,-,FALSE,FALSE,0,PLEKHB1,-524264,+,CCND1,3467437,+,377459,0.004238870976715352,4971,yes,FCHSD2 *,"FCHSD2 *
chr11+73121912"
chr11,73443826,73443826,1,+,hg38,2,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+73443826,1,0.020116676725005028,TRUE,FAM168A,-,FALSE,FALSE,-0,PLEKHB1,-202350,+,CCND1,3789351,+,377459,5.29858872089419e-4,4971,yes,FAM168A *,"FAM168A *
chr11+73443826"
chr11,73736043,73736043,1,+,hg38,165,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+73736043,1,0.020116676725005028,TRUE,RAB6A,-,FALSE,FALSE,0,PLEKHB1,73223,+,CCND1,4081568,+,377459,0.04371335694737707,4971,yes,RAB6A *,"RAB6A *
chr11+73736043"
chr11,73737297,73737297,1,+,hg38,62,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+73737297,1,0.020116676725005028,TRUE,RAB6A,-,FALSE,FALSE,0,PLEKHB1,74477,+,CCND1,4082822,+,377459,0.01642562503477199,4971,yes,RAB6A *,"RAB6A *
chr11+73737297"
chr11,74150415,74150415,1,+,hg38,47,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+74150415,1,0.020116676725005028,TRUE,C2CD3,-,FALSE,FALSE,0,PLEKHB1,487595,+,CCND1,4495940,+,377459,0.012451683494101346,4971,yes,C2CD3 *,"C2CD3 *
chr11+74150415"
chr11,74236481,74236481,1,+,hg38,119,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+74236481,1,0.020116676725005028,TRUE,PPME1,+,FALSE,TRUE,-0,PLEKHB1,573661,+,CCND1,4582006,+,377459,0.03152660288932043,4971,yes,PPME1 *,"PPME1 *
chr11+74236481"
chr11,74376163,74376163,1,+,hg38,19,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+74376163,1,0.020116676725005028,TRUE,PGM2L1,-,FALSE,FALSE,0,NEU3,-612740,+,CCND1,4721688,+,377459,0.00503365928484948,4971,yes,PGM2L1 *,"PGM2L1 *
chr11+74376163"
chr11,74799366,74799366,1,+,hg38,6,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+74799366,1,0.020116676725005028,TRUE,RNF169,+,FALSE,TRUE,-0,NEU3,-189537,+,CCND1,5144891,+,377459,0.001589576616268257,4971,yes,RNF169 *,"RNF169 *
chr11+74799366"
chr11,74954694,74954694,1,+,hg38,3,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+74954694,1,0.020116676725005028,TRUE,SPCS2,+,FALSE,TRUE,0,NEU3,-34209,+,CCND1,5300219,+,377459,7.947883081341285e-4,4971,yes,SPCS2 *~,"SPCS2 *~
chr11+74954694"
chr11,76012269,76012269,1,+,hg38,272,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+76012269,1,0.020116676725005028,TRUE,UVRAG,+,FALSE,TRUE,-0,EMSY,-432754,+,CCND1,6357794,+,377459,0.07206080660416099,4971,yes,UVRAG *,"UVRAG *
chr11+76012269"
chr11,76450335,76450335,1,+,hg38,145,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+76450335,1,0.020116676725005028,TRUE,EMSY,+,FALSE,TRUE,0,EMSY,0,+,CCND1,6795860,+,377459,0.038414768226482876,4971,yes,EMSY *~,"EMSY *~
chr11+76450335"
chr11,76520103,76520103,1,+,hg38,3,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+76520103,1,0.020116676725005028,TRUE,EMSY,+,FALSE,TRUE,-0,EMSY,-0,+,CCND1,6865628,+,377459,7.947883081341285e-4,4971,yes,EMSY *~,"EMSY *~
chr11+76520103"
chr11,77952424,77952424,1,+,hg38,22,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+77952424,1,0.020116676725005028,TRUE,INTS4,-,FALSE,FALSE,0,THRSP,-111435,+,PICALM,8004745,-,377459,0.005828447592983609,4971,yes,INTS4 *,"INTS4 *
chr11+77952424"
chr11,81003745,81003745,1,+,hg38,234,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+81003745,2,0.040233353450010056,FALSE,LOC101928944,-,FALSE,FALSE,-240941,GAB2,-2585922,-,PICALM,4953424,-,377459,0.061993488034462016,4971,yes,LOC101928944 ,"LOC101928944 
chr11+81003745"
chr11,82911487,82911487,1,+,hg38,2,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+82911487,1,0.020116676725005028,TRUE,DDIAS,+,FALSE,TRUE,0,PICALM,3045682,-,PICALM,3045682,-,377459,5.29858872089419e-4,4971,yes,DDIAS *,"DDIAS *
chr11+82911487"
chr11,85562956,85562956,1,+,hg38,210,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+85562956,1,0.020116676725005028,TRUE,DLG2,-,FALSE,FALSE,0,PICALM,394213,-,PICALM,394213,-,377459,0.055635181569388986,4971,yes,DLG2 *,"DLG2 *
chr11+85562956"
chr11,86007359,86007359,1,+,hg38,319,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+86007359,1,0.020116676725005028,TRUE,PICALM,-,FALSE,FALSE,-0,PICALM,-0,-,PICALM,-0,-,377459,0.08451249009826232,4971,yes,PICALM *~!,"PICALM *~!
chr11+86007359"
chr11,88398695,88398695,1,+,hg38,150,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+88398695,1,0.020116676725005028,FALSE,CTSC,-,FALSE,FALSE,-60907,ME3,-1726058,-,PICALM,-2328813,-,377459,0.039739415406706426,4971,yes,CTSC ,"CTSC 
chr11+88398695"
chr11,88449946,88449946,1,+,hg38,10,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+88449946,1,0.020116676725005028,FALSE,"GRM5-AS1,GRM5","+,-",FALSE,FALSE,54628,ME3,-1777309,-,PICALM,-2380064,-,377459,0.002649294360447095,4971,yes,"GRM5-AS1,GRM5 ","GRM5-AS1,GRM5 
chr11+88449946"
chr11,90208674,90208674,1,+,hg38,50,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+90208674,1,0.020116676725005028,TRUE,CHORDC1,-,FALSE,FALSE,-0,ME3,-3536037,-,PICALM,-4138792,-,377459,0.013246471802235473,4971,yes,CHORDC1 *,"CHORDC1 *
chr11+90208674"
chr11,94459880,94459880,1,+,hg38,122,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+94459880,1,0.020116676725005028,TRUE,MRE11,-,FALSE,FALSE,0,MRE11,0,-,PICALM,-8389998,-,377459,0.03232139119745456,4971,yes,MRE11 *~,"MRE11 *~
chr11+94459880"
chr11,964178,964178,1,+,hg38,17,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr11+964178,1,0.020116676725005028,TRUE,AP2A2,+,FALSE,TRUE,0,MUC6,48644,-,NUP98,2710830,-,377459,0.004503800412760062,4971,yes,AP2A2 *~,"AP2A2 *~
chr11+964178"
